"Step","light-blaze-549 - test_acc","light-blaze-549 - test_acc__MIN","light-blaze-549 - test_acc__MAX","celestial-salad-549 - test_acc","celestial-salad-549 - test_acc__MIN","celestial-salad-549 - test_acc__MAX","floral-frog-548 - test_acc","floral-frog-548 - test_acc__MIN","floral-frog-548 - test_acc__MAX","mild-firebrand-547 - test_acc","mild-firebrand-547 - test_acc__MIN","mild-firebrand-547 - test_acc__MAX","bright-sunset-546 - test_acc","bright-sunset-546 - test_acc__MIN","bright-sunset-546 - test_acc__MAX","glamorous-field-545 - test_acc","glamorous-field-545 - test_acc__MIN","glamorous-field-545 - test_acc__MAX","stoic-cherry-544 - test_acc","stoic-cherry-544 - test_acc__MIN","stoic-cherry-544 - test_acc__MAX","clear-serenity-543 - test_acc","clear-serenity-543 - test_acc__MIN","clear-serenity-543 - test_acc__MAX","twilight-cherry-542 - test_acc","twilight-cherry-542 - test_acc__MIN","twilight-cherry-542 - test_acc__MAX","pious-forest-540 - test_acc","pious-forest-540 - test_acc__MIN","pious-forest-540 - test_acc__MAX","confused-sky-539 - test_acc","confused-sky-539 - test_acc__MIN","confused-sky-539 - test_acc__MAX","ancient-shadow-540 - test_acc","ancient-shadow-540 - test_acc__MIN","ancient-shadow-540 - test_acc__MAX","copper-universe-538 - test_acc","copper-universe-538 - test_acc__MIN","copper-universe-538 - test_acc__MAX","swift-valley-535 - test_acc","swift-valley-535 - test_acc__MIN","swift-valley-535 - test_acc__MAX","jolly-sun-536 - test_acc","jolly-sun-536 - test_acc__MIN","jolly-sun-536 - test_acc__MAX","ethereal-pyramid-534 - test_acc","ethereal-pyramid-534 - test_acc__MIN","ethereal-pyramid-534 - test_acc__MAX","splendid-darkness-537 - test_acc","splendid-darkness-537 - test_acc__MIN","splendid-darkness-537 - test_acc__MAX","elated-rain-533 - test_acc","elated-rain-533 - test_acc__MIN","elated-rain-533 - test_acc__MAX","feasible-brook-532 - test_acc","feasible-brook-532 - test_acc__MIN","feasible-brook-532 - test_acc__MAX","still-voice-531 - test_acc","still-voice-531 - test_acc__MIN","still-voice-531 - test_acc__MAX","comic-smoke-530 - test_acc","comic-smoke-530 - test_acc__MIN","comic-smoke-530 - test_acc__MAX","toasty-leaf-529 - test_acc","toasty-leaf-529 - test_acc__MIN","toasty-leaf-529 - test_acc__MAX","young-waterfall-526 - test_acc","young-waterfall-526 - test_acc__MIN","young-waterfall-526 - test_acc__MAX","noble-sun-527 - test_acc","noble-sun-527 - test_acc__MIN","noble-sun-527 - test_acc__MAX","iconic-pond-527 - test_acc","iconic-pond-527 - test_acc__MIN","iconic-pond-527 - test_acc__MAX","lucky-lake-525 - test_acc","lucky-lake-525 - test_acc__MIN","lucky-lake-525 - test_acc__MAX","vital-tree-523 - test_acc","vital-tree-523 - test_acc__MIN","vital-tree-523 - test_acc__MAX","scarlet-firefly-524 - test_acc","scarlet-firefly-524 - test_acc__MIN","scarlet-firefly-524 - test_acc__MAX","super-water-522 - test_acc","super-water-522 - test_acc__MIN","super-water-522 - test_acc__MAX","worldly-planet-521 - test_acc","worldly-planet-521 - test_acc__MIN","worldly-planet-521 - test_acc__MAX","apricot-cherry-519 - test_acc","apricot-cherry-519 - test_acc__MIN","apricot-cherry-519 - test_acc__MAX","rural-sun-520 - test_acc","rural-sun-520 - test_acc__MIN","rural-sun-520 - test_acc__MAX","jumping-meadow-518 - test_acc","jumping-meadow-518 - test_acc__MIN","jumping-meadow-518 - test_acc__MAX","blooming-firefly-516 - test_acc","blooming-firefly-516 - test_acc__MIN","blooming-firefly-516 - test_acc__MAX","valiant-snowball-515 - test_acc","valiant-snowball-515 - test_acc__MIN","valiant-snowball-515 - test_acc__MAX","dark-fire-517 - test_acc","dark-fire-517 - test_acc__MIN","dark-fire-517 - test_acc__MAX","stellar-haze-513 - test_acc","stellar-haze-513 - test_acc__MIN","stellar-haze-513 - test_acc__MAX","rose-moon-514 - test_acc","rose-moon-514 - test_acc__MIN","rose-moon-514 - test_acc__MAX","iconic-galaxy-512 - test_acc","iconic-galaxy-512 - test_acc__MIN","iconic-galaxy-512 - test_acc__MAX","clean-wildflower-509 - test_acc","clean-wildflower-509 - test_acc__MIN","clean-wildflower-509 - test_acc__MAX","fallen-wood-509 - test_acc","fallen-wood-509 - test_acc__MIN","fallen-wood-509 - test_acc__MAX","deft-sunset-510 - test_acc","deft-sunset-510 - test_acc__MIN","deft-sunset-510 - test_acc__MAX","royal-cosmos-507 - test_acc","royal-cosmos-507 - test_acc__MIN","royal-cosmos-507 - test_acc__MAX"
"3","0.5264466032385826","0.5264466032385826","0.5264466032385826","0","0","0","0.10427451878786087","0.10427451878786087","0.10427451878786087","0","0","0","0.048828125","0.048828125","0.048828125","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.3411153157552","99.3411153157552","99.3411153157552","99.98372395833333","99.98372395833333","99.98372395833333","100","100","100","99.94994099934895","99.94994099934895","99.94994099934895","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.1906369527181","99.1906369527181","99.1906369527181","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.57956186930339","99.57956186930339","99.57956186930339","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"4","0","0","0","0","0","0","0.4898255094885826","0.4898255094885826","0.4898255094885826","0.4226868376135826","0.4226868376135826","0.4226868376135826","0.4715149626135826","0.4715149626135826","0.4715149626135826","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.70984141031902","99.70984141031902","99.70984141031902","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","98.82738494873047","98.82738494873047","98.82738494873047","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"5","0","0","0","0","0","0","0.6612387001514435","0.6612387001514435","0.6612387001514435","1.5122011452913284","1.5122011452913284","1.5122011452913284","0.7217591032385826","0.7217591032385826","0.7217591032385826","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.9674466451009","99.9674466451009","99.9674466451009","100","100","100","98.847412109375","98.847412109375","98.847412109375","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","98.87073771158855","98.87073771158855","98.87073771158855","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"6","0","0","0","0","0","0","0.7660279721021652","0.7660279721021652","0.7660279721021652","1.5310264378786087","1.5310264378786087","1.5310264378786087","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.0062739054362","99.0062739054362","99.0062739054362","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"7","0","0","0","0","0","0","0.8575807064771652","0.8575807064771652","0.8575807064771652","2.138877749443054","2.138877749443054","2.138877749443054","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.06457010904948","99.06457010904948","99.06457010904948","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"8","0","0","0","0","0","0","1.041715681552887","1.041715681552887","1.041715681552887","2.451186567544937","2.451186567544937","2.451186567544937","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.02388000488281","99.02388000488281","99.02388000488281","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"9","0","0","0","0","0","0","1.4771243035793304","1.4771243035793304","1.4771243035793304","3.959343194961548","3.959343194961548","3.959343194961548","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","98.8978157043457","98.8978157043457","98.8978157043457","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10","0","0","0","0","0","0","1.9531985223293304","1.9531985223293304","1.9531985223293304","3.4929022789001465","3.4929022789001465","3.4929022789001465","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","98.73387145996094","98.73387145996094","98.73387145996094","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11","0","0","0","0","0","0","2.407432436943054","2.407432436943054","2.407432436943054","5.301160633563995","5.301160633563995","5.301160633563995","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","98.60913721720378","98.60913721720378","98.60913721720378","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"12","0","0","0","0","0","0","2.908950239419937","2.908950239419937","2.908950239419937","6.1582266092300415","6.1582266092300415","6.1582266092300415","0","0","0","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","98.4193000793457","98.4193000793457","98.4193000793457","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
