"Step","usual-fire-1222 - test_acc","usual-fire-1222 - test_acc__MIN","usual-fire-1222 - test_acc__MAX","visionary-firebrand-1221 - test_acc","visionary-firebrand-1221 - test_acc__MIN","visionary-firebrand-1221 - test_acc__MAX","dutiful-energy-1220 - test_acc","dutiful-energy-1220 - test_acc__MIN","dutiful-energy-1220 - test_acc__MAX","generous-brook-1219 - test_acc","generous-brook-1219 - test_acc__MIN","generous-brook-1219 - test_acc__MAX","dandy-sound-1218 - test_acc","dandy-sound-1218 - test_acc__MIN","dandy-sound-1218 - test_acc__MAX","whole-oath-1217 - test_acc","whole-oath-1217 - test_acc__MIN","whole-oath-1217 - test_acc__MAX","glamorous-galaxy-1216 - test_acc","glamorous-galaxy-1216 - test_acc__MIN","glamorous-galaxy-1216 - test_acc__MAX","generous-field-1215 - test_acc","generous-field-1215 - test_acc__MIN","generous-field-1215 - test_acc__MAX","whole-jazz-1214 - test_acc","whole-jazz-1214 - test_acc__MIN","whole-jazz-1214 - test_acc__MAX","northern-wind-1213 - test_acc","northern-wind-1213 - test_acc__MIN","northern-wind-1213 - test_acc__MAX","misunderstood-voice-1212 - test_acc","misunderstood-voice-1212 - test_acc__MIN","misunderstood-voice-1212 - test_acc__MAX","sunny-forest-1211 - test_acc","sunny-forest-1211 - test_acc__MIN","sunny-forest-1211 - test_acc__MAX","rich-deluge-1210 - test_acc","rich-deluge-1210 - test_acc__MIN","rich-deluge-1210 - test_acc__MAX","avid-moon-1209 - test_acc","avid-moon-1209 - test_acc__MIN","avid-moon-1209 - test_acc__MAX","fallen-eon-1208 - test_acc","fallen-eon-1208 - test_acc__MIN","fallen-eon-1208 - test_acc__MAX","comfy-donkey-1207 - test_acc","comfy-donkey-1207 - test_acc__MIN","comfy-donkey-1207 - test_acc__MAX","light-darkness-1206 - test_acc","light-darkness-1206 - test_acc__MIN","light-darkness-1206 - test_acc__MAX","logical-shape-1205 - test_acc","logical-shape-1205 - test_acc__MIN","logical-shape-1205 - test_acc__MAX","serene-waterfall-1204 - test_acc","serene-waterfall-1204 - test_acc__MIN","serene-waterfall-1204 - test_acc__MAX","absurd-paper-1203 - test_acc","absurd-paper-1203 - test_acc__MIN","absurd-paper-1203 - test_acc__MAX","comfy-pyramid-1202 - test_acc","comfy-pyramid-1202 - test_acc__MIN","comfy-pyramid-1202 - test_acc__MAX","dutiful-lake-1201 - test_acc","dutiful-lake-1201 - test_acc__MIN","dutiful-lake-1201 - test_acc__MAX","twilight-butterfly-1200 - test_acc","twilight-butterfly-1200 - test_acc__MIN","twilight-butterfly-1200 - test_acc__MAX","misty-wildflower-1199 - test_acc","misty-wildflower-1199 - test_acc__MIN","misty-wildflower-1199 - test_acc__MAX","decent-dragon-1198 - test_acc","decent-dragon-1198 - test_acc__MIN","decent-dragon-1198 - test_acc__MAX","dandy-disco-1197 - test_acc","dandy-disco-1197 - test_acc__MIN","dandy-disco-1197 - test_acc__MAX","brisk-elevator-1196 - test_acc","brisk-elevator-1196 - test_acc__MIN","brisk-elevator-1196 - test_acc__MAX","gallant-deluge-1195 - test_acc","gallant-deluge-1195 - test_acc__MIN","gallant-deluge-1195 - test_acc__MAX","soft-hill-1194 - test_acc","soft-hill-1194 - test_acc__MIN","soft-hill-1194 - test_acc__MAX","charmed-smoke-1193 - test_acc","charmed-smoke-1193 - test_acc__MIN","charmed-smoke-1193 - test_acc__MAX","fearless-hill-1192 - test_acc","fearless-hill-1192 - test_acc__MIN","fearless-hill-1192 - test_acc__MAX","wobbly-durian-1191 - test_acc","wobbly-durian-1191 - test_acc__MIN","wobbly-durian-1191 - test_acc__MAX","icy-energy-1190 - test_acc","icy-energy-1190 - test_acc__MIN","icy-energy-1190 - test_acc__MAX","laced-plasma-1189 - test_acc","laced-plasma-1189 - test_acc__MIN","laced-plasma-1189 - test_acc__MAX","frosty-sun-1188 - test_acc","frosty-sun-1188 - test_acc__MIN","frosty-sun-1188 - test_acc__MAX","robust-microwave-1187 - test_acc","robust-microwave-1187 - test_acc__MIN","robust-microwave-1187 - test_acc__MAX","earnest-rain-1186 - test_acc","earnest-rain-1186 - test_acc__MIN","earnest-rain-1186 - test_acc__MAX","northern-shadow-1185 - test_acc","northern-shadow-1185 - test_acc__MIN","northern-shadow-1185 - test_acc__MAX","twilight-sponge-1184 - test_acc","twilight-sponge-1184 - test_acc__MIN","twilight-sponge-1184 - test_acc__MAX","playful-butterfly-1183 - test_acc","playful-butterfly-1183 - test_acc__MIN","playful-butterfly-1183 - test_acc__MAX","fresh-plant-1182 - test_acc","fresh-plant-1182 - test_acc__MIN","fresh-plant-1182 - test_acc__MAX","zany-aardvark-1181 - test_acc","zany-aardvark-1181 - test_acc__MIN","zany-aardvark-1181 - test_acc__MAX","vivid-cherry-1180 - test_acc","vivid-cherry-1180 - test_acc__MIN","vivid-cherry-1180 - test_acc__MAX"
"3","0","0","0","0","0","0","0","0","0","1.4527102410793304","1.4527102410793304","1.4527102410793304","0.06765342503786087","0.06765342503786087","0.06765342503786087","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.97558466593425","99.97558466593425","99.97558466593425","99.95930862426758","99.95930862426758","99.95930862426758","99.76281356811523","99.76281356811523","99.76281356811523","99.9824930826823","99.9824930826823","99.9824930826823","99.9312032063802","99.9312032063802","99.9312032063802","100","100","100","99.80222829182942","99.80222829182942","99.80222829182942","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.8185043334961","99.8185043334961","99.8185043334961","99.31421915690105","99.31421915690105","99.31421915690105","100","100","100","100","100","100","99.96744791666667","99.96744791666667","99.96744791666667","100","100","100","100","100","100","100","100","100","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.62446721394856","99.62446721394856","99.62446721394856","99.70451482137044","99.70451482137044","99.70451482137044","98.87192153930664","98.87192153930664","98.87192153930664","96.2121213277181","96.2121213277181","96.2121213277181","100","100","100","99.51568603515625","99.51568603515625","99.51568603515625","99.8185043334961","99.8185043334961","99.8185043334961","99.6984151204427","99.6984151204427","99.6984151204427","99.73466237386067","99.73466237386067","99.73466237386067","100","100","100","100","100","100","100","100","100"
"4","0","0","0","0","0","0","0","0","0","0.01220703125","0.01220703125","0.01220703125","0.15920615941286087","0.15920615941286087","0.15920615941286087","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.9918607076009","99.9918607076009","99.9918607076009","99.97558466593425","99.97558466593425","99.97558466593425","99.70999018351237","99.70999018351237","99.70999018351237","100","100","100","100","100","100","100","100","100","99.85105641682942","99.85105641682942","99.85105641682942","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.85085169474284","99.85085169474284","99.85085169474284","99.71132151285808","99.71132151285808","99.71132151285808","98.83123143513997","98.83123143513997","98.83123143513997","96.34099706013997","96.34099706013997","96.34099706013997","100","100","100","100","100","100","99.73219807942708","99.73219807942708","99.73219807942708","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"5","0","0","0","0","0","0","0","0","0","0.006103515625","0.006103515625","0.006103515625","0.29399825632572174","0.29399825632572174","0.29399825632572174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.9918607076009","99.9918607076009","99.9918607076009","99.7194595336914","99.7194595336914","99.7194595336914","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.91738891601562","99.91738891601562","99.91738891601562","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.9172871907552","99.9172871907552","99.9172871907552","99.70318349202473","99.70318349202473","99.70318349202473","98.82309341430664","98.82309341430664","98.82309341430664","96.6162109375","96.6162109375","96.6162109375","100","100","100","100","100","100","99.78225708007812","99.78225708007812","99.78225708007812","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"6","0","0","0","0","0","0","0","0","0","0.006103515625","0.006103515625","0.006103515625","0.34282638132572174","0.34282638132572174","0.34282638132572174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.74520492553711","99.74520492553711","99.74520492553711","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.91738891601562","99.91738891601562","99.91738891601562","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.94983927408855","99.94983927408855","99.94983927408855","99.72079086303711","99.72079086303711","99.72079086303711","98.82309341430664","98.82309341430664","98.82309341430664","96.88328552246094","96.88328552246094","96.88328552246094","100","100","100","100","100","100","99.78225708007812","99.78225708007812","99.78225708007812","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"7","0","0","0","0","0","0","0","0","0","0.006103515625","0.006103515625","0.006103515625","0.36724044382572174","0.36724044382572174","0.36724044382572174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.74520492553711","99.74520492553711","99.74520492553711","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.9336649576823","99.9336649576823","99.9336649576823","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.9674466451009","99.9674466451009","99.9674466451009","99.70318349202473","99.70318349202473","99.70318349202473","98.82309341430664","98.82309341430664","98.82309341430664","97.06764856974284","97.06764856974284","97.06764856974284","100","100","100","100","100","100","99.81727091471355","99.81727091471355","99.81727091471355","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"8","0","0","0","0","0","0","0","0","0","0.006103515625","0.006103515625","0.006103515625","0.37334395945072174","0.37334395945072174","0.37334395945072174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.75334294637044","99.75334294637044","99.75334294637044","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.951171875","99.951171875","99.951171875","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.98372268676758","99.98372268676758","99.98372268676758","99.70318349202473","99.70318349202473","99.70318349202473","98.82309341430664","98.82309341430664","98.82309341430664","97.25334294637044","97.25334294637044","97.25334294637044","100","100","100","100","100","100","99.84982299804688","99.84982299804688","99.84982299804688","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"9","0","0","0","0","0","0","0","0","0","0","0","0","0.43437911570072174","0.43437911570072174","0.43437911570072174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.76148096720378","99.76148096720378","99.76148096720378","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.96744791666667","99.96744791666667","99.96744791666667","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.9918607076009","99.9918607076009","99.9918607076009","99.70318349202473","99.70318349202473","99.70318349202473","98.82309341430664","98.82309341430664","98.82309341430664","97.43637593587239","97.43637593587239","97.43637593587239","100","100","100","100","100","100","99.84982299804688","99.84982299804688","99.84982299804688","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"10","0","0","0","0","0","0","0","0","0","0","0","0","0.44048263132572174","0.44048263132572174","0.44048263132572174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.78855895996094","99.78855895996094","99.78855895996094","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.98372395833333","99.98372395833333","99.98372395833333","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.9918607076009","99.9918607076009","99.9918607076009","99.70318349202473","99.70318349202473","99.70318349202473","98.83936945597331","98.83936945597331","98.83936945597331","97.5611089070638","97.5611089070638","97.5611089070638","100","100","100","100","100","100","99.84982299804688","99.84982299804688","99.84982299804688","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"11","0","0","0","0","0","0","0","0","0","0","0","0","0.47100020945072174","0.47100020945072174","0.47100020945072174","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.78855895996094","99.78855895996094","99.78855895996094","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.98372395833333","99.98372395833333","99.98372395833333","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.9918607076009","99.9918607076009","99.9918607076009","99.70318349202473","99.70318349202473","99.70318349202473","98.88272349039714","98.88272349039714","98.88272349039714","97.65462239583333","97.65462239583333","97.65462239583333","100","100","100","100","100","100","99.88360850016277","99.88360850016277","99.88360850016277","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"12","0","0","0","0","0","0","0","0","0","0","0","0","0.5076213032007217","0.5076213032007217","0.5076213032007217","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.81563568115234","99.81563568115234","99.81563568115234","100","100","100","100","100","100","100","100","100","99.8673324584961","99.8673324584961","99.8673324584961","99.98372395833333","99.98372395833333","99.98372395833333","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","100","100","100","99.98372395833333","99.98372395833333","99.98372395833333","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.99999872843425","99.70318349202473","99.70318349202473","99.70318349202473","98.9234135945638","98.9234135945638","98.9234135945638","97.78616205851237","97.78616205851237","97.78616205851237","100","100","100","100","100","100","99.89988454182942","99.89988454182942","99.89988454182942","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
