"Step","Grouped runs - wio_acc","Grouped runs - wio_acc__MIN","Grouped runs - wio_acc__MAX","Grouped runs - train_acc","Grouped runs - train_acc__MIN","Grouped runs - train_acc__MAX","Grouped runs - val_acc","Grouped runs - val_acc__MIN","Grouped runs - val_acc__MAX","Grouped runs - test_acc","Grouped runs - test_acc__MIN","Grouped runs - test_acc__MAX"
"31","90.2421875","89.9847412109375","90.4996337890625","99.9786376953125","99.97660319010417","99.98067220052083","99.9786376953125","99.9725341796875","99.9847412109375","0","0","0"
"32","91.3885498046875","89.99237060546875","92.78472900390625","99.99830457899306","99.99830457899306","99.99830457899306","99.993896484375","99.99237060546875","99.99542236328125","0","0","0"
"33","90.8114013671875","89.9969482421875","91.6258544921875","99.99728732638889","99.99677870008681","99.99779595269098","99.9969482421875","99.9969482421875","99.9969482421875","0","0","0"
"34","91.5908203125","89.993896484375","93.187744140625","99.99703301323785","99.99576144748264","99.99830457899306","99.9847412109375","99.9755859375","99.993896484375","0","0","0"
"35","90.7088623046875","89.9969482421875","91.4207763671875","99.99821980794272","99.99813503689236","99.99830457899306","99.9908447265625","99.9847412109375","99.9969482421875","0","0","0"
"36","90.9970703125","89.9725341796875","92.0216064453125","99.99737209743924","99.99711778428819","99.99762641059027","99.9664306640625","99.9603271484375","99.9725341796875","0","0","0"
"37","90.40521240234375","89.98931884765625","90.82110595703125","99.9955071343316","99.99440511067708","99.99660915798611","99.98016357421875","99.97100830078125","99.98931884765625","0","0","0"
"38","90.94943237304688","89.7833251953125","92.11553955078125","99.99576144748264","99.99542236328125","99.99610053168402","99.86801147460938","99.7833251953125","99.95269775390625","0","0","0"
"39","91.8629150390625","89.99847412109375","93.72735595703125","99.9926249186198","99.98745388454861","99.99779595269098","99.969482421875","99.94049072265625","99.99847412109375","0","0","0"
"40","88.51837158203125","87.2564697265625","89.7802734375","99.97804429796007","99.96219211154514","99.993896484375","98.51837158203125","97.2564697265625","99.7802734375","0.006103515625","0","0.01220703125"
"41","89.8963623046875","89.713134765625","90.07958984375","99.9176025390625","99.84130859375","99.993896484375","99.6917724609375","99.67041015625","99.713134765625","0","0","0"
"42","88.62823486328125","87.259521484375","89.9969482421875","99.93481106228299","99.88047281901042","99.98914930555556","98.62823486328125","97.259521484375","99.9969482421875","0","0","0"
"43","86.81167602539062","83.81256103515625","89.810791015625","99.96795654296875","99.94676378038194","99.98914930555556","96.81167602539062","93.81256103515625","99.810791015625","0","0","0"
"44","90.5205078125","89.346923828125","91.694091796875","99.97329711914062","99.95710584852431","99.98948838975694","99.4903564453125","99.346923828125","99.6337890625","0","0","0"
"45","93.94229125976562","89.99542236328125","97.88916015625","99.98236762152777","99.9755859375","99.98914930555556","99.93667602539062","99.8779296875","99.99542236328125","0","0","0"
"46","89.49951171875","89.49951171875","89.49951171875","99.981689453125","99.97439914279514","99.98897976345486","99.49951171875","99.49951171875","99.49951171875","0","0","0"
"47","88.5548095703125","87.42279052734375","89.68682861328125","99.98363918728299","99.98135036892361","99.98592800564236","98.54736328125","97.42279052734375","99.67193603515625","0","0","0"
"48","89.21188354492188","88.68927001953125","89.7344970703125","99.98101128472223","99.97287326388889","99.98914930555556","99.21188354492188","98.68927001953125","99.7344970703125","0.035400390625","0","0.07080078125"
"49","89.59283447265625","89.5091552734375","89.676513671875","99.98533460828993","99.98101128472223","99.98965793185764","99.59259033203125","99.5086669921875","99.676513671875","0","0","0"
"50","89.61968994140625","88.88458251953125","90.35479736328125","99.9818589952257","99.97948540581598","99.98423258463542","99.43695068359375","98.88458251953125","99.98931884765625","0","0","0"
"51","89.45672607421875","88.8250732421875","90.08837890625","99.97677273220486","99.96897379557292","99.98457166883681","99.40948486328125","98.8250732421875","99.993896484375","0","0","0"
"52","91.08209228515625","89.94049072265625","92.22369384765625","99.98745388454861","99.9847412109375","99.99016655815973","99.77569580078125","99.61090087890625","99.94049072265625","0","0","0"
"53","89.932861328125","89.88250732421875","89.98321533203125","99.98745388454861","99.98677571614583","99.98813205295139","99.932861328125","99.88250732421875","99.98321533203125","0","0","0"
"54","90.93472290039062","89.42474365234375","92.4447021484375","99.98211330837674","99.97982449001736","99.98440212673611","99.69863891601562","99.42474365234375","99.9725341796875","0","0","0"
"55","90.6861572265625","89.91455078125","91.457763671875","99.98753865559897","99.98321533203125","99.99186197916667","99.957275390625","99.91455078125","100","0","0","0"
"56","90.1925048828125","89.98931884765625","90.39569091796875","99.99465942382812","99.99067518446181","99.99864366319444","99.993896484375","99.98931884765625","99.99847412109375","0","0","0"
"57","90.33172607421875","89.5330810546875","91.13037109375","99.99338785807291","99.98931884765625","99.99745686848958","99.76654052734375","99.5330810546875","100","0","0","0"
"58","90.70281982421875","89.30267333984375","92.10296630859375","99.99491373697917","99.99203152126736","99.99779595269098","99.64752197265625","99.30267333984375","99.99237060546875","0.12939453125","0","0.2587890625"
"59","86.5391845703125","81.680908203125","91.3974609375","99.99457465277777","99.99050564236111","99.99864366319444","95.8404541015625","91.680908203125","100","0","0","0"
"60","90.6395263671875","90","91.279052734375","99.99762641059027","99.99559190538194","99.99966091579861","100","100","100","0","0","0"
"61","90.31192016601562","89.99542236328125","90.62841796875","99.99906751844618","99.99864366319444","99.99949137369792","99.99771118164062","99.99542236328125","100","0","0","0"
"62","90.42941284179688","90","90.85882568359375","99.99949137369792","99.99932183159723","99.99966091579861","99.99923706054688","99.99847412109375","100","0","0","0"
"63","91.12445068359375","89.99847412109375","92.25042724609375","99.99932183159723","99.99864366319444","100","99.98931884765625","99.98016357421875","99.99847412109375","0","0","0"
"64","89.14627075195312","88.29254150390625","90","99.99457465277777","99.99338785807292","99.99576144748264","99.14627075195312","98.29254150390625","100","0","0","0"
"65","89.59487915039062","89.34539794921875","89.8443603515625","99.98609754774306","99.97677273220486","99.99542236328125","99.59487915039062","99.34539794921875","99.8443603515625","0.086669921875","0","0.17333984375"
"66","90.32351684570312","89.041748046875","91.60528564453125","99.98516506618924","99.97762044270833","99.99270968967014","99.37210083007812","99.041748046875","99.70245361328125","0","0","0"
"67","89.904541015625","89.85333251953125","89.95574951171875","99.98516506618924","99.98372395833333","99.98660617404514","99.8870849609375","99.81842041015625","99.95574951171875","0","0","0"
"68","90.46475219726562","89.99542236328125","90.93408203125","99.98609754774306","99.9847412109375","99.98745388454861","99.98245239257812","99.969482421875","99.99542236328125","0.020751953125","0","0.04150390625"
"69","90.17526245117188","89.884033203125","90.46649169921875","99.99457465277777","99.99440511067708","99.99474419487848","99.94125366210938","99.884033203125","99.99847412109375","0","0","0"
"70","90.374755859375","89.981689453125","90.767822265625","99.99635484483508","99.99338785807292","99.99932183159723","99.9908447265625","99.981689453125","100","0","0","0"
"71","90.60296630859375","89.90692138671875","91.29901123046875","99.99220106336806","99.9847412109375","99.99966091579861","99.95269775390625","99.90692138671875","99.99847412109375","0.628662109375","0","1.25732421875"
"72","90.43698120117188","89.94964599609375","90.92431640625","99.99474419487848","99.98982747395833","99.99966091579861","99.97482299804688","99.94964599609375","100","0.0244140625","0","0.048828125"
"73","90.0972900390625","89.310302734375","90.88427734375","99.99270968967014","99.98541937934027","100","99.6551513671875","99.310302734375","100","0","0","0"
"74","90.3114013671875","89.67193603515625","90.95086669921875","99.99347262912326","99.98762342664931","99.99932183159723","99.835205078125","99.67193603515625","99.99847412109375","0","0","0"
"75","90.44686889648438","89.920654296875","90.97308349609375","99.99491373697916","99.99220106336806","99.99762641059027","99.72457885742188","99.52850341796875","99.920654296875","0","0","0"
"76","84.80300903320312","79.373779296875","90.23223876953125","99.9955071343316","99.99304877387152","99.99796549479167","94.66934204101562","89.373779296875","99.96490478515625","0","0","0"
"77","90.079345703125","89.9481201171875","90.2105712890625","99.99754163953993","99.99559190538194","99.99949137369792","99.9725341796875","99.9481201171875","99.9969482421875","0","0","0"
"78","89.95803833007812","89.91607666015625","90","99.99711778428819","99.99610053168402","99.99813503689236","99.95803833007812","99.91607666015625","100","0","0","0"
"79","90.35052490234375","89.98779296875","90.7132568359375","99.99796549479166","99.99677870008681","99.99915228949652","99.95880126953125","99.9298095703125","99.98779296875","0","0","0"
"80","90.08038330078125","89.9969482421875","90.163818359375","99.9985588921441","99.99796549479167","99.99915228949652","99.94964599609375","99.90234375","99.9969482421875","0","0","0"
"81","89.93682861328125","89.93011474609375","89.94354248046875","99.99754163953993","99.99643961588542","99.99864366319444","99.92523193359375","99.90692138671875","99.94354248046875","0","0","0"
"82","90.0206298828125","90","90.041259765625","99.99796549479166","99.99593098958333","100","99.9481201171875","99.896240234375","100","0","0","0"
"83","90.55313110351562","89.981689453125","91.12457275390625","99.99677870008681","99.993896484375","99.99966091579861","99.98855590820312","99.981689453125","99.99542236328125","0","0","0"
"84","90.08731079101562","89.99847412109375","90.1761474609375","99.99949137369792","99.99932183159723","99.99966091579861","99.99771118164062","99.9969482421875","99.99847412109375","0","0","0"
"85","90.25146484375","89.9969482421875","90.5059814453125","99.99889797634549","99.99881320529514","99.99898274739583","99.9969482421875","99.9969482421875","99.9969482421875","0","0","0"
"86","90.3289794921875","90","90.657958984375","99.99915228949652","99.99864366319444","99.99966091579861","99.98779296875","99.9755859375","100","0","0","0"
"87","90.13961791992188","89.95574951171875","90.323486328125","99.99779595269098","99.99610053168402","99.99949137369792","99.97787475585938","99.95574951171875","100","0","0","0"
"88","90.27224731445312","89.93438720703125","90.610107421875","99.99728732638889","99.99457465277777","100","99.96719360351562","99.93438720703125","100","0","0","0"
"89","89.75927734375","88.846435546875","90.672119140625","99.99830457899306","99.99677870008681","99.99983045789931","99.4232177734375","98.846435546875","100","0","0","0"
"90","90.11727905273438","89.74822998046875","90.486328125","99.99771118164062","99.99610053168402","99.99932183159723","99.87411499023438","99.74822998046875","100","0","0","0"
"91","89.777587890625","89.1119384765625","90.4432373046875","99.94184705946181","99.88386366102431","99.99983045789931","99.554443359375","99.1119384765625","99.9969482421875","4.21630859375","0","8.4326171875"
"92","89.91302490234375","88.9776611328125","90.848388671875","99.97609456380209","99.95235866970486","99.99983045789931","99.48883056640625","98.9776611328125","100","6.099853515625","0","12.19970703125"
"93","89.96719360351562","89.9237060546875","90.01068115234375","99.97778998480902","99.95744493272569","99.99813503689236","99.94888305664062","99.9237060546875","99.97406005859375","0","0","0"
"94","89.96310424804688","89.70703125","90.21917724609375","99.99601576063367","99.99457465277777","99.99745686848958","99.84970092773438","99.70703125","99.99237060546875","0.19287109375","0","0.3857421875"
"95","89.3330078125","89.11309814453125","89.55291748046875","99.98389350043402","99.97287326388889","99.99491373697917","99.163818359375","98.77471923828125","99.55291748046875","12.646484375","0","25.29296875"
"96","84.56362915039062","79.14251708984375","89.9847412109375","99.95930989583334","99.92794460720486","99.99067518446181","94.38552856445312","88.78631591796875","99.9847412109375","0","0","0"
"97","88.52218627929688","87.05963134765625","89.9847412109375","99.96770222981772","99.94744194878473","99.98796251085069","98.52218627929688","97.05963134765625","99.9847412109375","0","0","0"
"98","87.61886596679688","85.391845703125","89.84588623046875","99.98499552408853","99.97745090060764","99.99254014756944","97.61886596679688","95.391845703125","99.84588623046875","0","0","0"
"99","90.11968994140625","89.9237060546875","90.315673828125","99.98999701605902","99.98406304253473","99.99593098958333","99.83367919921875","99.74365234375","99.9237060546875","0","0","0"
"100","90.12179565429688","89.993896484375","90.24969482421875","99.99627007378473","99.99525282118056","99.99728732638889","99.99618530273438","99.993896484375","99.99847412109375","0","0","0"
"101","89.97406005859375","89.97100830078125","89.97711181640625","99.99135335286459","99.98592800564236","99.99677870008681","99.97406005859375","99.97100830078125","99.97711181640625","0","0","0"
"102","86.30661010742188","82.62237548828125","89.9908447265625","99.993896484375","99.99033610026042","99.99745686848958","96.30661010742188","92.62237548828125","99.9908447265625","0","0","0"
"103","90.12850952148438","89.993896484375","90.26312255859375","99.9953375922309","99.99338785807292","99.99728732638889","99.97482299804688","99.95574951171875","99.993896484375","0","0","0"
"104","90.01632690429688","89.18670654296875","90.845947265625","99.99186197916666","99.99067518446181","99.99304877387152","99.57809448242188","99.18670654296875","99.969482421875","0","0","0"
"105","90.31182861328125","90","90.6236572265625","99.9951680501302","99.99287923177083","99.99745686848958","99.99847412109375","99.9969482421875","100","0","0","0"
"106","91.1165771484375","90","92.233154296875","99.9956766764323","99.99186197916667","99.99949137369792","99.932861328125","99.86572265625","100","0","0","0"
"107","89.82986450195312","89.65972900390625","90","99.99805026584201","99.99610053168402","100","99.82986450195312","99.65972900390625","100","0","0","0"
"108","89.98626708984375","89.9725341796875","90","99.99949137369791","99.99898274739583","100","99.98626708984375","99.9725341796875","100","0","0","0"
"109","90.03173828125","90","90.0634765625","99.99906751844618","99.99847412109375","99.99966091579861","99.993896484375","99.98779296875","100","0","0","0"
"110","91.2178955078125","90","92.435791015625","99.9987284342448","99.99779595269098","99.99966091579861","100","100","100","0","0","0"
"111","90.7784423828125","90","91.556884765625","99.99949137369791","99.99915228949652","99.99983045789931","100","100","100","0","0","0"
"112","90.87774658203125","89.98016357421875","91.77532958984375","99.99872843424478","99.99830457899306","99.99915228949652","99.98931884765625","99.98016357421875","99.99847412109375","0","0","0"
"113","90.81732177734375","89.9969482421875","91.6376953125","99.99906751844618","99.99881320529514","99.99932183159723","99.99847412109375","99.9969482421875","100","0","0","0"
"114","90.956787109375","89.993896484375","91.919677734375","99.99949137369791","99.99898274739583","100","99.9969482421875","99.993896484375","100","0","0","0"
"115","90.73178100585938","89.94964599609375","91.513916015625","99.99949137369791","99.99915228949652","99.99983045789931","99.97482299804688","99.94964599609375","100","0","0","0"
"116","88.63189697265625","86.6217041015625","90.64208984375","99.99627007378473","99.99372694227431","99.99881320529514","98.30780029296875","96.6217041015625","99.993896484375","0","0","0"
"117","90.017333984375","89.89776611328125","90.13690185546875","99.99703301323785","99.99457465277777","99.99949137369792","99.9481201171875","99.89776611328125","99.99847412109375","0.400390625","0","0.80078125"
"118","90.3492431640625","89.981689453125","90.716796875","99.99686347113715","99.99559190538194","99.99813503689236","99.9908447265625","99.981689453125","100","2.5439453125","0","5.087890625"
"119","90.22216796875","90","90.4443359375","99.99906751844618","99.99881320529514","99.99932183159723","100","100","100","5.60302734375","0","11.2060546875"
"120","89.80068969726562","89.60137939453125","90","99.9985588921441","99.99762641059027","99.99949137369792","99.76272583007812","99.52545166015625","100","2.947998046875","0","5.89599609375"
"121","90.29513549804688","89.99847412109375","90.591796875","99.9983893500434","99.9969482421875","99.99983045789931","99.99313354492188","99.98779296875","99.99847412109375","1.4111328125","0","2.822265625"
"122","89.93743896484375","89.87640380859375","89.99847412109375","99.99813503689236","99.99627007378473","100","99.93743896484375","99.87640380859375","99.99847412109375","1.39404296875","0","2.7880859375"
"123","91.96206665039062","90","93.92413330078125","99.9985588921441","99.99762641059027","99.99949137369792","99.99771118164062","99.99542236328125","100","3.646240234375","0","7.29248046875"
"124","91.08297729492188","89.99847412109375","92.16748046875","99.99805026584201","99.99660915798611","99.99949137369792","99.99923706054688","99.99847412109375","100","5.584716796875","0","11.16943359375"
"125","90.624267578125","90","91.24853515625","99.99974568684897","99.99966091579861","99.99983045789931","100","100","100","0.3466796875","0","0.693359375"
"126","90.7435302734375","90","91.487060546875","99.99940660264758","99.99932183159723","99.99949137369792","100","100","100","0.325927734375","0","0.65185546875"
"127","90.94442749023438","89.99847412109375","91.890380859375","99.99974568684897","99.99949137369792","100","99.99923706054688","99.99847412109375","100","0.904541015625","0","1.80908203125"
"128","90.94622802734375","89.5391845703125","92.353271484375","99.99881320529514","99.99813503689236","99.99949137369792","99.76043701171875","99.5391845703125","99.981689453125","2.779541015625","0","5.55908203125"
"129","90.71014404296875","89.99847412109375","91.42181396484375","99.99940660264757","99.99898274739583","99.99983045789931","99.99847412109375","99.99847412109375","99.99847412109375","0","0","0"
"130","90.10104370117188","89.9786376953125","90.22344970703125","99.99898274739584","99.99847412109375","99.99949137369792","99.95346069335938","99.92828369140625","99.9786376953125","0","0","0"
"131","90.08029174804688","89.99847412109375","90.162109375","99.9982198079427","99.99762641059027","99.99881320529514","99.99923706054688","99.99847412109375","100","0","0","0"
"132","90.15557861328125","89.94659423828125","90.36456298828125","99.99754163953993","99.99627007378473","99.99881320529514","99.97100830078125","99.94659423828125","99.99542236328125","0","0","0"
"133","90.33499145507812","89.92218017578125","90.747802734375","99.99821980794272","99.99711778428819","99.99932183159723","99.94583129882812","99.92218017578125","99.969482421875","0","0","0"
"134","90.01669311523438","89.9969482421875","90.03643798828125","99.99754163953992","99.99610053168402","99.99898274739583","99.99313354492188","99.98931884765625","99.9969482421875","0","0","0"
"135","90.493896484375","89.84893798828125","91.13885498046875","99.9985588921441","99.99745686848958","99.99966091579861","99.9237060546875","99.84893798828125","99.99847412109375","0","0","0"
"136","90.9285888671875","89.9725341796875","91.8846435546875","99.99635484483507","99.99542236328125","99.99728732638889","99.9847412109375","99.9725341796875","99.9969482421875","0","0","0"
"137","86.78067016601562","83.50433349609375","90.0570068359375","99.98948838975694","99.98202853732639","99.9969482421875","96.74758911132812","93.50433349609375","99.9908447265625","0","0","0"
"138","89.25930786132812","88.35357666015625","90.1650390625","99.98584323459201","99.97439914279514","99.99728732638889","99.17678833007812","98.35357666015625","100","0.035400390625","0","0.07080078125"
"139","89.96365356445312","89.84283447265625","90.08447265625","99.99474419487848","99.98965793185764","99.99983045789931","99.92141723632812","99.84283447265625","100","0","0","0"
"140","90.20254516601562","89.89776611328125","90.50732421875","99.99720255533853","99.99440511067708","100","99.94888305664062","99.89776611328125","100","2.847900390625","0","5.69580078125"
"141","83.42864990234375","77.36114501953125","89.49615478515625","99.99186197916667","99.98575846354167","99.99796549479167","93.42498779296875","87.36114501953125","99.48883056640625","0.469970703125","0","0.93994140625"
"142","87.99041748046875","86.20361328125","89.7772216796875","99.99508327907986","99.99372694227431","99.99643961588542","97.99041748046875","96.20361328125","99.7772216796875","0","0","0"
"143","89.73983764648438","89.481201171875","89.99847412109375","99.98440212673611","99.97304280598958","99.99576144748264","99.73983764648438","99.481201171875","99.99847412109375","4.288330078125","0","8.57666015625"
"144","87.9718017578125","85.943603515625","90","99.9646504720052","99.93031819661458","99.99898274739583","97.967529296875","95.93505859375","100","8.4912109375","0","16.982421875"
"145","90.51895141601562","89.95880126953125","91.0791015625","99.98711480034723","99.98202853732639","99.99220106336806","99.97634887695312","99.95880126953125","99.993896484375","0.82763671875","0","1.6552734375"
"146","89.60479736328125","89.2095947265625","90","99.99254014756944","99.98830159505208","99.99677870008681","99.60479736328125","99.2095947265625","100","7.825927734375","0","15.65185546875"
"147","89.87258911132812","89.74822998046875","89.9969482421875","99.99593098958333","99.99270968967014","99.99915228949652","99.87258911132812","99.74822998046875","99.9969482421875","0.079345703125","0","0.15869140625"
"148","89.9913330078125","89.98724365234375","89.99542236328125","99.99779595269098","99.99711778428819","99.99847412109375","99.9908447265625","99.98626708984375","99.99542236328125","14.635009765625","0","29.27001953125"
"149","90.13226318359375","89.9969482421875","90.267578125","99.99796549479166","99.99711778428819","99.99881320529514","99.99847412109375","99.9969482421875","100","0","0","0"
"150","90.0716552734375","89.981689453125","90.16162109375","99.99915228949652","99.99847412109375","99.99983045789931","99.9908447265625","99.981689453125","100","0","0","0"
"151","90.04519653320312","89.99847412109375","90.0919189453125","99.99474419487848","99.99067518446181","99.99881320529514","99.99771118164062","99.9969482421875","99.99847412109375","0","0","0"
"152","90.19183349609375","90","90.3836669921875","99.99457465277777","99.98931884765625","99.99983045789931","99.98016357421875","99.9603271484375","100","0","0","0"
"153","90","90","90","99.99745686848959","99.99491373697917","100","100","100","100","0","0","0"
"154","89.99783325195312","89.99566650390625","90","99.99906751844618","99.99847412109375","99.99966091579861","99.99771118164062","99.99542236328125","100","0","0","0"
"155","87.30535888671875","87.25494384765625","87.35577392578125","99.99762641059027","99.9969482421875","99.99830457899306","97.29461669921875","97.25494384765625","97.33428955078125","0","0","0"
"156","89.92770385742188","89.81231689453125","90.0430908203125","99.99262491861978","99.98982747395833","99.99542236328125","99.81307983398438","99.81231689453125","99.8138427734375","0","0","0"
"157","89.9847412109375","89.9786376953125","89.9908447265625","99.99440511067709","99.99372694227431","99.99508327907986","99.9847412109375","99.9786376953125","99.9908447265625","13.724365234375","0","27.44873046875"
"158","90.34243774414062","89.98931884765625","90.695556640625","99.99881320529514","99.99864366319444","99.99898274739583","99.99465942382812","99.98931884765625","100","0.008544921875","0","0.01708984375"
"159","89.63064575195312","88.90289306640625","90.3583984375","99.99711778428819","99.99440511067708","99.99983045789931","99.45144653320312","98.90289306640625","100","7.7490234375","0","15.498046875"
"160","90.1961669921875","90","90.392333984375","99.99915228949652","99.99830457899306","100","100","100","100","7.26318359375","0","14.5263671875"
"161","90.14569091796875","89.99237060546875","90.29901123046875","99.99813503689236","99.99643961588542","99.99983045789931","99.99542236328125","99.99237060546875","99.99847412109375","10.2685546875","0","20.537109375"
"162","89.96975708007812","89.8260498046875","90.11346435546875","99.99652438693576","99.99372694227431","99.99932183159723","99.91226196289062","99.8260498046875","99.99847412109375","3.11279296875","0","6.2255859375"
"163","90.2149658203125","89.9481201171875","90.4818115234375","99.99703301323785","99.99457465277777","99.99949137369792","99.9725341796875","99.9481201171875","99.9969482421875","1.5185546875","0","3.037109375"
"164","90.28628540039062","89.69635009765625","90.876220703125","99.99762641059027","99.99643961588542","99.99881320529514","99.84817504882812","99.69635009765625","100","0","0","0"
"165","89.169189453125","86.76666259765625","91.57171630859375","99.99830457899306","99.99677870008681","99.99983045789931","98.382568359375","96.76666259765625","99.99847412109375","0","0","0"
"166","90.72622680664062","89.62310791015625","91.829345703125","99.99711778428819","99.99525282118056","99.99898274739583","99.81155395507812","99.62310791015625","100","0.01953125","0","0.0390625"
"167","90.04217529296875","89.9969482421875","90.08740234375","99.99788072374132","99.99762641059027","99.99813503689236","99.99542236328125","99.993896484375","99.9969482421875","0","0","0"
"168","89.98397827148438","89.98321533203125","89.9847412109375","99.99788072374132","99.9969482421875","99.99881320529514","99.98397827148438","99.98321533203125","99.9847412109375","0","0","0"
"169","89.9901123046875","89.98175048828125","89.99847412109375","99.99686347113715","99.99406602647569","99.99966091579861","99.981689453125","99.96490478515625","99.99847412109375","0","0","0"
"170","90.6983642578125","90","91.396728515625","99.9982198079427","99.99728732638889","99.99915228949652","100","100","100","0","0","0"
"171","91.033935546875","90","92.06787109375","99.99940660264757","99.99881320529514","100","100","100","100","0","0","0"
"172","90.8697509765625","90","91.739501953125","99.99983045789931","99.99983045789931","99.99983045789931","100","100","100","0","0","0"
"173","90.348876953125","90","90.69775390625","100","100","100","100","100","100","0","0","0"
"174","90.34298706054688","89.99847412109375","90.6875","99.99966091579861","99.99966091579861","99.99966091579861","99.99923706054688","99.99847412109375","100","0","0","0"
"175","90.00018310546875","90","90.0003662109375","100","100","100","99.98626708984375","99.9725341796875","100","0","0","0"
"176","90.8438720703125","90","91.687744140625","99.99966091579861","99.99932183159723","100","100","100","100","0","0","0"
"177","90.785888671875","90","91.57177734375","99.99983045789931","99.99966091579861","100","100","100","100","0","0","0"
