"Step","Grouped runs - wio_acc","Grouped runs - wio_acc__MIN","Grouped runs - wio_acc__MAX","Grouped runs - train_acc","Grouped runs - train_acc__MIN","Grouped runs - train_acc__MAX","Grouped runs - val_acc","Grouped runs - val_acc__MIN","Grouped runs - val_acc__MAX","Grouped runs - test_acc","Grouped runs - test_acc__MIN","Grouped runs - test_acc__MAX"
"69","90.80940364837647","90","91.61880729675293","100","100","100","100","100","100","48.29477183024088","48.29477183024088","48.29477183024088"
"70","91.0804447555542","90","92.1608895111084","100","100","100","100","100","100","30.307851235071816","12.32093063990275","48.29477183024088"
"71","90","90","90","100","100","100","100","100","100","31.348644892374672","14.402517954508463","48.29477183024088"
"72","96.2416325378418","93.79674163818359","98.6865234375","100","100","100","100","100","100","27.37140957514445","19.00086212158203","35.74195702870687"
"73","94.03670827229817","92.69205729166667","95.38135925292968","100","100","100","100","100","100","23.33724101384481","16.1118647257487","30.562617301940918"
"74","95.11376953125","91.658203125","98.5693359375","100","100","100","","","","","",""
"75","92.26262129068374","91.07313219547272","93.45211038589477","100","100","100","100","100","100","27.757323106129967","20.232734362284344","35.281911849975586"
"76","90.80191444396972","90.80191444396972","90.80191444396972","100","100","100","100","100","100","29.6668914159139","23.904003143310547","35.42977968851725"
"77","91.48081539154053","91.48081539154053","91.48081539154053","100","100","100","99.85026041666667","99.85026041666667","99.85026041666667","27.42008940378825","15.10881233215332","39.73136647542318"
"78","89.77519286712011","89.10807291666667","90.44231281757355","100","100","100","99.55403645833334","99.10807291666667","100","10.760786374409994","1.6845703125","19.837002436319988"
"79","90.18424479166666","89.99348958333333","90.375","99.9880311620517","99.97606232410341","100","99.99348958333333","99.99348958333333","99.99348958333333","8.649151166280111","0","17.298302332560223"
"80","90","90","90","99.99115711122047","99.98231422244095","100","100","100","100","12.0478622118632","4.286167144775391","19.809557278951008"
"81","93.27557723999024","93.27557723999024","93.27557723999024","99.9746758168138","99.96232160433071","99.98703002929688","100","100","100","21.068512280782063","0.9684244791666666","41.16860008239746"
"82","90","90","90","99.26769411563873","99.26769411563873","99.26769411563873","93.02091954549154","86.04183909098307","100","3.5010293324788413","0","7.002058664957683"
"83","","","","96.45004719495773","96.45004719495773","96.45004719495773","100","100","100","","",""
"84","94.87792961120606","90","99.75585922241211","99.62082579731941","99.24165159463882","100","","","","93.55600547790527","93.55600547790527","93.55600547790527"
"85","93.6658433787028","90","97.3316867574056","99.9114990234375","99.822998046875","100","99.22088419596355","98.44176839192708","100","26.03165054321289","0.3580729166666667","51.70522816975912"
"86","","","","100","100","100","100","100","100","29.37637710571289","0","58.75275421142578"
"87","90","90","90","99.97552886722595","99.96566772460938","99.98539000984252","100","100","100","0.9195963541666666","0.9195963541666666","0.9195963541666666"
"88","90.01692708333334","90","90.03385416666667","99.96374458895895","99.93210285902023","99.99538631889764","99.98372395833334","99.96744791666667","100","9.256207942962646","0","18.512415885925293"
"89","90.01071218967438","90","90.02142437934876","99.94430541992188","99.94430541992188","99.94430541992188","99.990234375","99.98046875","100","95.2658805847168","95.2658805847168","95.2658805847168"
"90","90","90","90","99.9420166015625","99.884033203125","100","100","100","100","","",""
"91","90","90","90","99.91274739062692","99.87106323242188","99.95443154883198","99.90559895833334","99.81119791666667","100","27.864072799682617","7.433373769124349","48.29477183024088"
"92","89.97721354166667","89.97721354166667","89.97721354166667","99.98703002929688","99.98703002929688","99.98703002929688","98.671875","97.36979166666667","99.97395833333333","48.29477183024088","48.29477183024088","48.29477183024088"
"93","92.99048544565836","91.2804500579834","94.70052083333333","99.89155836931363","99.79074613315852","99.99237060546875","99.95442708333333","99.95442708333333","99.95442708333333","27.976967493693035","0","55.95393498738607"
"94","87.49348958333333","87.49348958333333","87.49348958333333","99.90575294794999","99.89619217519684","99.91531372070312","98.53332392374674","97.49348958333333","99.57315826416016","25.85261408487956","0","51.70522816975912"
"95","90.51157976786295","90","91.02315953572591","99.94924950787401","99.94924950787401","99.94924950787401","91.57082112630208","91.57082112630208","91.57082112630208","28.532296498616535","28.532296498616535","28.532296498616535"
"96","91.55609069824219","89.3359375","93.77624389648437","","","","99.66796875","99.3359375","100","1.5029640197753906","1.5029640197753906","1.5029640197753906"
"97","92.09419662475585","90","94.18839324951172","99.96748195858453","99.95880126953125","99.97616264763779","100","100","100","0","0","0"
"98","","","","99.95336757870172","99.93057250976562","99.97616264763779","99.912109375","99.83072916666667","99.99348958333333","51.70522816975912","51.70522816975912","51.70522816975912"
"99","93.33763951619466","89.71354166666667","96.96173736572266","99.8782054871086","99.8782054871086","99.8782054871086","99.85677083333334","99.71354166666667","100","25.85261408487956","0","51.70522816975912"
"100","93.4397008005778","88.76302083333333","98.11638076782226","99.95770792322836","99.9154158464567","100","99.38151041666666","98.76302083333333","100","","",""
"101","96.44415924072266","96.44415924072266","96.44415924072266","100","100","100","99.501953125","99.00390625","100","51.70522816975912","51.70522816975912","51.70522816975912"
"102","","","","99.94612355870524","99.89224711741049","100","99.1640625","99.1640625","99.1640625","49.95894781748454","48.21266746520996","51.70522816975912"
"103","98.08499755859376","96.1699951171875","100","100","100","100","100","100","100","49.01968129475912","49.01968129475912","49.01968129475912"
"104","96.2852294921875","96.2852294921875","96.2852294921875","99.9923135351947","99.98539000984252","99.99923706054688","100","100","100","44.44611358642578","44.44611358642578","44.44611358642578"
"105","93.30927867889405","90.2685546875","96.35000267028809","99.99461737204724","99.98923474409449","100","100","100","100","25.85261408487956","0","51.70522816975912"
"106","89.96744791666667","89.96744791666667","89.96744791666667","99.99846210629921","99.99692421259843","100","99.98372395833334","99.96744791666667","100","22.11726252237956","0","44.23452504475912"
"107","92.98811458587647","90","95.97622917175293","99.99923706054688","99.99923706054688","99.99923706054688","100","100","100","51.70522816975912","51.70522816975912","51.70522816975912"
"108","94.17220832824707","94.17220832824707","94.17220832824707","100","100","100","99.990234375","99.98046875","100","17.90583674112956","0","35.81167348225912"
"109","95.96922325134277","95.96922325134277","95.96922325134277","100","100","100","100","100","100","51.70522816975912","51.70522816975912","51.70522816975912"
"110","91.36491439819335","90","92.72982879638671","100","100","100","100","100","100","25.85261408487956","0","51.70522816975912"
"111","92.23216190338135","92.23216190338135","92.23216190338135","100","100","100","100","100","100","27.62169462442398","3.5381610790888467","51.70522816975912"
"112","89.98046875","89.98046875","89.98046875","99.99461737204724","99.98923474409449","100","99.91861979166666","99.85677083333333","99.98046875","51.70522816975912","51.70522816975912","51.70522816975912"
"113","90","90","90","99.99692421259843","99.99384842519684","100","100","100","100","25.85261408487956","0","51.70522816975912"
"114","92.3761531829834","92.3761531829834","92.3761531829834","100","100","100","100","100","100","26.503655751546226","1.3020833333333333","51.70522816975912"
"115","90","90","90","100","100","100","100","100","100","42.51236216227213","42.51236216227213","42.51236216227213"
"116","91.61060763041178","90.03743489583333","93.18378036499024","99.99307947834646","99.98615895669292","100","99.99674479166666","99.99348958333333","100","29.23396174112956","6.7626953125","51.70522816975912"
"117","94.86165364583333","94.86165364583333","94.86165364583333","","","","100","100","100","25.85261408487956","0","51.70522816975912"
"118","89.96744791666667","89.96744791666667","89.96744791666667","99.97995722012257","99.95991444024514","100","99.96744791666667","99.96744791666667","99.96744791666667","25.85261408487956","0","51.70522816975912"
"119","91.1076951789856","90","92.21539035797119","100","100","100","","","","25.85261408487956","0","51.70522816975912"
"120","90.194531472524","89.21223958333333","91.17682336171468","100","100","100","99.53450520833333","99.21223958333333","99.85677083333333","25.85261408487956","0","51.70522816975912"
"121","90.50881683031719","89.98046875","91.03716491063436","99.96155265748033","99.92310531496064","100","99.97721354166666","99.97395833333333","99.98046875","25.85261408487956","0","51.70522816975912"
"122","91.16705773671468","89.98697916666667","92.34713630676269","100","100","100","","","","0","0","0"
"123","91.35625532150269","91.35625532150269","91.35625532150269","99.9873123769685","99.97462475393701","100","100","100","100","0","0","0"
"124","90","90","90","99.99538631889763","99.99077263779527","100","100","100","100","26.122519632180534","0.5398110946019491","51.70522816975912"
"125","91.56908596038818","90","93.13817192077637","100","100","100","100","100","100","34.76153941949209","17.817850669225056","51.70522816975912"
"126","92.51421848297119","92.51421848297119","92.51421848297119","100","100","100","100","100","100","51.70522816975912","51.70522816975912","51.70522816975912"
"127","90.94645236968995","90","91.89290473937989","100","100","100","100","100","100","51.70522816975912","51.70522816975912","51.70522816975912"
"128","90.59738849480948","89.34244791666667","91.85232907295227","100","100","100","99.34244791666667","99.34244791666667","99.34244791666667","40.89080349604289","30.07637882232666","51.70522816975912"
"129","76.9203125890096","63.84713559468588","89.99348958333333","99.9595491904912","99.92294311523438","99.99615526574803","70.70062459309896","70.70062459309896","70.70062459309896","51.70522816975912","51.70522816975912","51.70522816975912"
"130","92.15270581563314","90","94.30541163126628","99.02536046504974","98.05072093009949","100","97.15270589192708","94.30541178385417","100","42.34737745920817","0","84.69475491841634"
"131","90","90","90","99.80659708380699","99.61319416761398","100","99.94140625","99.8828125","100","0.146484375","0.146484375","0.146484375"
"132","93.43961978912353","90","96.87923957824707","99.95002746582031","99.90005493164062","100","100","100","100","24.60532220204671","5.431848526000977","43.778795878092446"
"133","93.80119117736817","90","97.60238235473633","99.99465942382812","99.99465942382812","99.99465942382812","100","100","100","0","0","0"
"134","90","90","90","99.97673034667969","99.95346069335938","100","","","","0","0","0"
"135","90","90","90","99.98817443847656","99.97634887695312","100","99.96419270833334","99.92838541666667","100","51.70522816975912","51.70522816975912","51.70522816975912"
"136","","","","99.99275207519531","99.98550415039062","100","100","100","100","50.47638702392578","50.47638702392578","50.47638702392578"
"137","","","","100","100","100","100","100","100","17.32779057820638","0","34.65558115641276"
"138","87.01171875","87.01171875","87.01171875","99.89965727197843","99.82601742481623","99.97329711914062","98.505859375","97.01171875","100","0","0","0"
"139","99.95904434204101","99.95904434204101","99.95904434204101","99.94620676115741","99.90080585629921","99.99160766601562","100","100","100","5.06591796875","0","10.1318359375"
"140","85.71524149576823","74.22005208333333","97.21043090820312","99.73401686901182","99.47795195091427","99.99008178710938","87.11002604166666","74.22005208333333","100","48.29477183024088","48.29477183024088","48.29477183024088"
"141","90.91093722025553","83.68880208333333","98.13307235717774","98.71612620916892","98.71612620916892","98.71612620916892","96.84440104166666","93.68880208333333","100","0","0","0"
"142","87.68383509318033","87.34293060302734","88.02473958333333","99.96566772460938","99.96566772460938","99.96566772460938","98.02473958333333","98.02473958333333","98.02473958333333","0","0","0"
"143","94.4966470336914","89.72005208333333","99.27324198404949","99.81083306740588","99.70855712890625","99.91310900590551","99.755859375","99.72005208333333","99.79166666666667","67.85781606038411","67.85781606038411","67.85781606038411"
"144","94.92150169372559","90","99.84300338745118","99.88142482126791","99.81918334960938","99.94366629292645","100","100","100","42.44254620869955","42.44254620869955","42.44254620869955"
"145","99.99999984741211","99.99999984741211","99.99999984741211","99.92925688976378","99.92925688976378","99.92925688976378","","","","0","0","0"
"146","94.98955089569091","90.4543623606364","99.52473943074544","99.88465797244095","99.88465797244095","99.88465797244095","95.58333333333333","95.58333333333333","95.58333333333333","18.573698043823242","0","37.147396087646484"
"147","94.99999992370606","90","99.99999984741211","99.99615526574803","99.99231053149606","100","100","100","100","23.19148127237956","0","46.38296254475912"
"148","94.99999992370606","90","99.99999984741211","99.99577079232284","99.99154158464567","100","100","100","100","","",""
"149","94.99999992370606","90","99.99999984741211","100","100","100","100","100","100","25.85261408487956","0","51.70522816975912"
"150","94.99999992370606","90","99.99999984741211","99.99771118164062","99.99542236328125","100","100","100","100","25.85261408487956","0","51.70522816975912"
"151","99.67578109741211","99.67578109741211","99.67578109741211","100","100","100","100","100","100","27.608548601468403","7.084460179011027","48.13263702392578"
"152","90","90","90","99.99847412109375","99.9969482421875","100","100","100","100","26.064202626546223","0.7242838541666666","51.40412139892578"
"153","94.99999992370606","90","99.99999984741211","100","100","100","100","100","100","26.09268569946289","0.732421875","51.45294952392578"
"154","89.98046875","89.98046875","89.98046875","99.98721208347109","99.9744241669422","100","99.98046875","99.98046875","99.98046875","23.693089803059895","0","47.38617960611979"
"155","94.32519523620606","89.609375","99.04101547241211","99.96464045967642","99.93233267716535","99.9969482421875","99.8046875","99.609375","100","25.85261408487956","0","51.70522816975912"
"156","90","90","90","99.81237696850394","99.81237696850394","99.81237696850394","100","100","100","25.85261408487956","0","51.70522816975912"
"157","94.68164054870606","90","99.36328109741211","","","","100","100","100","25.160882314046223","0","50.321764628092446"
"158","94.99999992370606","90","99.99999984741211","100","100","100","100","100","100","0","0","0"
"159","94.99999992370606","90","99.99999984741211","100","100","100","100","100","100","24.306390126546223","0","48.612780253092446"
"160","99.99999984741211","99.99999984741211","99.99999984741211","100","100","100","100","100","100","25.85261408487956","0","51.70522816975912"
"161","99.99999984741211","99.99999984741211","99.99999984741211","100","100","100","100","100","100","29.532828172047935","7.360428174336751","51.70522816975912"
"162","","","","100","100","100","99.99674479166666","99.99348958333333","100","25.85261408487956","0","51.70522816975912"
"163","94.99999992370606","90","99.99999984741211","99.99847412109375","99.9969482421875","100","100","100","100","0.8544921875","0.8544921875","0.8544921875"
"164","94.38809524536133","90","98.77619049072266","100","100","100","100","100","100","14.359537760416666","0","28.719075520833332"
"165","94.1299127960205","90","98.25982559204101","99.99160766601562","99.99160766601562","99.99160766601562","100","100","100","4.409522374471028","0","8.819044748942057"
"166","99.18898635864258","99.18898635864258","99.18898635864258","100","100","100","100","100","100","51.70522816975912","51.70522816975912","51.70522816975912"
"167","93.82209228515626","90","97.6441845703125","99.9969482421875","99.993896484375","100","100","100","100","0","0","0"
"168","93.03705604553222","90","96.07411209106445","99.98245239257812","99.96490478515625","100","100","100","100","10.893548170725504","0","21.787096341451008"
"169","97.67941858927409","95.72667572021484","99.63216145833333","99.98891635203924","99.98321533203125","99.99461737204724","99.96744791666666","99.93489583333333","100","25.527093251546223","0","51.054186503092446"
"170","90.70355332692463","90.70355332692463","90.70355332692463","99.99192605807087","99.98385211614173","100","100","100","100","51.70522816975912","51.70522816975912","51.70522816975912"
"171","90.5517578125","90.5517578125","90.5517578125","100","100","100","99.90885416666667","99.90885416666667","99.90885416666667","0","0","0"
"172","","","","100","100","100","96.55719655354818","96.55719655354818","96.55719655354818","3.70823605855306","0","7.41647211710612"
"173","94.1988754272461","90.44921875","97.94853210449219","99.97673034667969","99.95346069335938","100","100","100","100","25.85261408487956","0","51.70522816975912"
"174","94.44259941101075","94.44259941101075","94.44259941101075","99.97177124023438","99.97177124023438","99.97177124023438","100","100","100","10.50811235109965","0","21.0162247021993"
"175","98.28597610473633","98.28597610473633","98.28597610473633","100","100","100","100","100","100","0","0","0"
"176","95.06673169453938","90.13346354166667","99.99999984741211","99.97673034667969","99.95346069335938","100","100","100","100","0","0","0"
"177","99.99999984741211","99.99999984741211","99.99999984741211","99.99923706054688","99.99847412109375","100","100","100","100","0.11808367570241292","0","0.23616735140482584"
"178","94.19217948913574","90","98.38435897827148","99.99769616314745","99.99615526574803","99.99923706054688","100","100","100","0","0","0"
"179","99.00195297241211","99.00195297241211","99.00195297241211","100","100","100","100","100","100","0","0","0"
"180","99.05013005574544","99.05013005574544","99.05013005574544","99.99884657972441","99.99769315944881","100","99.98372395833333","99.97395833333333","99.99348958333333","0.5126953125","0","1.025390625"
"181","97.00249563852947","97.00249563852947","97.00249563852947","100","100","100","100","100","100","0","0","0"
"182","93.94275057474772","89.93489583333333","97.95060531616211","100","100","100","99.93489583333333","99.93489583333333","99.93489583333333","0","0","0"
"183","99.06445297241211","99.06445297241211","99.06445297241211","99.68852636382336","99.37705272764671","100","94.68619791666666","89.37239583333333","100","0","0","0"
"184","93.68276936848959","89.73307291666667","97.6324658203125","100","100","100","100","100","100","0","0","0"
"185","89.99348958333333","89.99348958333333","89.99348958333333","99.9628899641863","99.9628899641863","99.9628899641863","99.99674479166666","99.99348958333333","100","0","0","0"
"186","98.48181518554688","98.48181518554688","98.48181518554688","99.97616264763779","99.97616264763779","99.97616264763779","100","100","100","0","0","0"
"187","94.58075134277344","90","99.16150268554688","99.99692421259843","99.99384842519684","100","100","100","100","11.9384765625","11.9384765625","11.9384765625"
"188","94.94466138203938","89.88932291666667","99.99999984741211","99.9996155265748","99.9992310531496","100","99.94466145833334","99.88932291666667","100","14.99301846822103","0","29.98603693644206"
"189","93.9011838531494","90","97.80236770629882","100","100","100","100","100","100","","",""
"190","90","90","90","","","","79.69478658040364","79.69478658040364","79.69478658040364","14.320659955342611","0","28.641319910685223"
"191","99.45312484741211","99.45312484741211","99.45312484741211","99.78030347448635","99.65057373046875","99.91003321850394","99.11458333333334","98.77604166666667","99.453125","50.810045878092446","50.810045878092446","50.810045878092446"
"192","98.21693762461345","97.38155047098796","99.05232477823894","99.87716674804688","99.87716674804688","99.87716674804688","","","","25.85261408487956","0","51.70522816975912"
"193","94.98697909037273","89.97395833333333","99.99999984741211","99.94889206773652","99.90465059055119","99.99313354492188","99.98697916666666","99.97395833333333","100","16.866295496622723","0","33.732590993245445"
"194","94.99348950703938","89.98697916666667","99.99999984741211","100","100","100","99.99348958333334","99.98697916666667","100","18.69929377237956","0","37.39858754475912"
"195","94.99999992370606","90","99.99999984741211","100","100","100","100","100","100","2.4176511764526367","2.4176511764526367","2.4176511764526367"
